id,website,category,asin,title,price,brand,model_name,hard_drive,ram,screen_resolution,color,link
1,Amazon,laptop,B0CZKPF2QH,"HP Stream 14"" HD BrightView Laptop, Intel Celeron N150, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set), Intel UHD Graphics, 720p Webcam, Wi-Fi, 1 Year Office 365, Win 11 S, Silver",319.0,HP,HP Stream,‎128 GB UFS,‎16 GB DDR4,‎1366 x 768 pixels,‎Silver,https://www.amazon.com/HP-Stream-BrightView-N4120-Graphics/dp/B0CZKPF2QH/ref=sr_1_4?dib=eyJ2IjoiMSJ9.6YdyZRlM8bOomN1QEgRBb3DmysldjZ8JixGt_hlmhb_cfRWTuqPkZzyxV383NbEUWIzbYxFHCLC8u5QR17kMUbG-jQS8W4yaZb0umWAX8XxIK8zDUXmKf-ylIU82WmqPBOKTD2WMhiO-847whBXT9lyzUq48rNfL3QBtLOxiNMn5m_GajGQsE5b2ri6jqCH8uvIflR3cMltFhqqZ-2KUSdMOMnztuavzg_Kvx-5buU0.mcHR7AEOTcvXzB42kH6b5RfkCTCEO9ta40Y58Tc5ttE&dib_tag=se&keywords=laptop&qid=1759360560&sr=8-4
2,Amazon,laptop,B0B9WMW8CJ,"Dell 3520 15 15.6"" Laptop Computer for Home & Student, Intel 6-Core Processor (Beat i5-1135G7), 120Hz FHD, 16GB DDR4 RAM, 512GB PCIe SSD, WiFi, Bluetooth, RJ45, HDMI, Black, Business Windows 11 Pro",459.0,Dell,Vostro,‎512 GB SSD,‎16 GB DDR4,‎1920 x 1080 pixels,‎Black,https://www.amazon.com/Dell-3520-15-Processor-i5-1135G7/dp/B0B9WMW8CJ/ref=sr_1_3?dib=eyJ2IjoiMSJ9.6YdyZRlM8bOomN1QEgRBb3DmysldjZ8JixGt_hlmhb_cfRWTuqPkZzyxV383NbEUWIzbYxFHCLC8u5QR17kMUbG-jQS8W4yaZb0umWAX8XxIK8zDUXmKf-ylIU82WmqPBOKTD2WMhiO-847whBXT9lyzUq48rNfL3QBtLOxiNMn5m_GajGQsE5b2ri6jqCH8uvIflR3cMltFhqqZ-2KUSdMOMnztuavzg_Kvx-5buU0.mcHR7AEOTcvXzB42kH6b5RfkCTCEO9ta40Y58Tc5ttE&dib_tag=se&keywords=laptop&qid=1759360560&sr=8-3
3,Amazon,laptop,B0FLKNZJ1H,"HP Student and Home Laptop with Free Microsoft 365, 16GB RAM, 1.1TB Storage (64GB SSD with 64GB External and 1TB Cloud Storage), Fast Intel Core, Win 11 w/o Earbuds – Perfect for Work & Play",279.99,HP,hp laptop,‎64 GB SSD,‎DDR4,‎1368 x 768 pixels,‎Neutral,https://www.amazon.com/HP-Student-Microsoft-Storage-External/dp/B0FLKNZJ1H/ref=sr_1_8?dib=eyJ2IjoiMSJ9.6YdyZRlM8bOomN1QEgRBb3DmysldjZ8JixGt_hlmhb_cfRWTuqPkZzyxV383NbEUWIzbYxFHCLC8u5QR17kMUbG-jQS8W4yaZb0umWAX8XxIK8zDUXmKf-ylIU82WmqPBOKTD2WMhiO-847whBXT9lyzUq48rNfL3QBtLOxiNMn5m_GajGQsE5b2ri6jqCH8uvIflR3cMltFhqqZ-2KUSdMOMnztuavzg_Kvx-5buU0.mcHR7AEOTcvXzB42kH6b5RfkCTCEO9ta40Y58Tc5ttE&dib_tag=se&keywords=laptop&qid=1759360560&sr=8-8
4,Amazon,laptop,B0FDFRJNH9,"Hp 2025 Everyday Laptop | Free Office 365 | Intel Quad-Core Processor | 11.5 HRs Battery | 1TB Cloud Storage with 64GB SSD and 64GB External, 8GB RAM | Copilot AI Windows 11 w/o Mouse",259.99,HP,0703N,‎128 GB SSD,‎16 GB DDR4,‎1366x768 Pixels,,https://www.amazon.com/Everyday-Quad-Core-Processor-Battery-External/dp/B0FDFRJNH9/ref=sr_1_7?dib=eyJ2IjoiMSJ9.6YdyZRlM8bOomN1QEgRBb3DmysldjZ8JixGt_hlmhb_cfRWTuqPkZzyxV383NbEUWIzbYxFHCLC8u5QR17kMUbG-jQS8W4yaZb0umWAX8XxIK8zDUXmKf-ylIU82WmqPBOKTD2WMhiO-847whBXT9lyzUq48rNfL3QBtLOxiNMn5m_GajGQsE5b2ri6jqCH8uvIflR3cMltFhqqZ-2KUSdMOMnztuavzg_Kvx-5buU0.mcHR7AEOTcvXzB42kH6b5RfkCTCEO9ta40Y58Tc5ttE&dib_tag=se&keywords=laptop&qid=1759360560&sr=8-7
5,Amazon,laptop,B0FCTFGTPY,"Dell 15 Laptop DC15255-15.6-inch FHD 120Hz Display, AMD Ryzen 5-7520U, 8GB LPDDR5 RAM, 512GB SSD, AMD Radeon 610M Graphics, Windows 11 Home, Onsite Service - Carbon Black",446.42,Dell,Dell 15 DC15255 Laptop,‎512 GB SSD,‎8 GB LPDDR5,‎1920 x 1080 pixels,‎Carbon Black,https://www.amazon.com/Dell-DC15255-15-6-inch-Display-5-7520U-Graphics/dp/B0FCTFGTPY/ref=sr_1_10?dib=eyJ2IjoiMSJ9.6YdyZRlM8bOomN1QEgRBb3DmysldjZ8JixGt_hlmhb_cfRWTuqPkZzyxV383NbEUWIzbYxFHCLC8u5QR17kMUbG-jQS8W4yaZb0umWAX8XxIK8zDUXmKf-ylIU82WmqPBOKTD2WMhiO-847whBXT9lyzUq48rNfL3QBtLOxiNMn5m_GajGQsE5b2ri6jqCH8uvIflR3cMltFhqqZ-2KUSdMOMnztuavzg_Kvx-5buU0.mcHR7AEOTcvXzB42kH6b5RfkCTCEO9ta40Y58Tc5ttE&dib_tag=se&keywords=laptop&qid=1759360560&sr=8-10
6,Amazon,laptop,B0FMX86H75,"HP 15.6-inch Touchscreen Laptop Computer for Business & Student, 64GB RAM, 2TB SSD, AMD Ryzen 7 7730U, FHD Touch Anti Glare Display, Numeric Keyboard, Copilot, WiFi 6, Camera, Win 11 Pro, Accessories",3399.99,HP,ryzen 7 laptop,‎2 TB SSD,‎DDR4,‎1920 x 1080 pixels,‎Silver,https://www.amazon.com/HP-15-6-inch-Touchscreen-Laptop-Accessories/dp/B0FMX86H75/ref=sr_1_11?dib=eyJ2IjoiMSJ9.6YdyZRlM8bOomN1QEgRBb3DmysldjZ8JixGt_hlmhb_cfRWTuqPkZzyxV383NbEUWIzbYxFHCLC8u5QR17kMUbG-jQS8W4yaZb0umWAX8XxIK8zDUXmKf-ylIU82WmqPBOKTD2WMhiO-847whBXT9lyzUq48rNfL3QBtLOxiNMn5m_GajGQsE5b2ri6jqCH8uvIflR3cMltFhqqZ-2KUSdMOMnztuavzg_Kvx-5buU0.mcHR7AEOTcvXzB42kH6b5RfkCTCEO9ta40Y58Tc5ttE&dib_tag=se&keywords=laptop&qid=1759360560&sr=8-11
7,Amazon,laptop,B0FGQRCZL3,"Dell Inspiron 3530 Laptop - 15.6-inch FHD (1920x1080) Display, Intel Core i3-1305U Processor, 8GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home, Onsite Service - Carbon Black",299.0,Dell,Inspiron 15 3530 Laptop,‎SSD,‎8 GB DDR4,‎1920 x 1080 pixels,‎Carbon Black,https://www.amazon.com/Dell-Inspiron-3530-Laptop-15-6-inch/dp/B0FGQRCZL3/ref=sr_1_13?dib=eyJ2IjoiMSJ9.6YdyZRlM8bOomN1QEgRBb3DmysldjZ8JixGt_hlmhb_cfRWTuqPkZzyxV383NbEUWIzbYxFHCLC8u5QR17kMUbG-jQS8W4yaZb0umWAX8XxIK8zDUXmKf-ylIU82WmqPBOKTD2WMhiO-847whBXT9lyzUq48rNfL3QBtLOxiNMn5m_GajGQsE5b2ri6jqCH8uvIflR3cMltFhqqZ-2KUSdMOMnztuavzg_Kvx-5buU0.mcHR7AEOTcvXzB42kH6b5RfkCTCEO9ta40Y58Tc5ttE&dib_tag=se&keywords=laptop&qid=1759360560&sr=8-13
8,Amazon,laptop,B0FM74C5BL,"HP Newly Designed 15.6"" Business Laptop(2025/2026 Edition) with Microsoft Office, Intel Core i5-1235U 10-core Processor, 16GB RAM, 1TB SSD, Ultra Quiet, Long Battery Life, Windows 11 Pro, WOWPC",479.99,HP,G9,‎2 TB SSD,‎32 GB DDR4,‎1920x1080 Pixels,‎Black,https://www.amazon.com/HP-Designed-Business-Microsoft-Processor/dp/B0FM74C5BL/ref=sr_1_12?dib=eyJ2IjoiMSJ9.6YdyZRlM8bOomN1QEgRBb3DmysldjZ8JixGt_hlmhb_cfRWTuqPkZzyxV383NbEUWIzbYxFHCLC8u5QR17kMUbG-jQS8W4yaZb0umWAX8XxIK8zDUXmKf-ylIU82WmqPBOKTD2WMhiO-847whBXT9lyzUq48rNfL3QBtLOxiNMn5m_GajGQsE5b2ri6jqCH8uvIflR3cMltFhqqZ-2KUSdMOMnztuavzg_Kvx-5buU0.mcHR7AEOTcvXzB42kH6b5RfkCTCEO9ta40Y58Tc5ttE&dib_tag=se&keywords=laptop&qid=1759360560&sr=8-12
9,Amazon,laptop,B0DWPQDLM5,"HP 17.3 inch Laptop, HD+ Display, AMD Ryzen 5 7520U, 16 GB RAM, 512 GB SSD, AMD Radeon Graphics, Windows 11 Home, Natural Silver, 17-cp2199nr",587.51,HP,HP Laptop 17-cp2199nr,‎512 GB 512 GB PCIe NVMe M.2 SSD,‎LPDDR5,‎1600 x 900,‎Natural silver,https://www.amazon.com/HP-Display-Graphics-Windows-17-cp2199nr/dp/B0DWPQDLM5/ref=sr_1_15?dib=eyJ2IjoiMSJ9.6YdyZRlM8bOomN1QEgRBb3DmysldjZ8JixGt_hlmhb_cfRWTuqPkZzyxV383NbEUWIzbYxFHCLC8u5QR17kMUbG-jQS8W4yaZb0umWAX8XxIK8zDUXmKf-ylIU82WmqPBOKTD2WMhiO-847whBXT9lyzUq48rNfL3QBtLOxiNMn5m_GajGQsE5b2ri6jqCH8uvIflR3cMltFhqqZ-2KUSdMOMnztuavzg_Kvx-5buU0.mcHR7AEOTcvXzB42kH6b5RfkCTCEO9ta40Y58Tc5ttE&dib_tag=se&keywords=laptop&qid=1759360560&sr=8-15
10,Amazon,laptop,B0CLHCWNV8,"ASUS Vivobook Laptop, 14"" FHD Display, i3-1215U, 16GB RAM, 512GB SSD, Wi-Fi 6, HDMI, Webcam, Touchpad, Windows 11 Home, Blue",309.0,ASUS,5Z8N,‎512 GB SSD,‎16 GB DDR4,‎1920 x 1080 pixels,‎Blue,https://www.amazon.com/ASUS-Vivobook-Display-i3-1215U-Processor/dp/B0CLHCWNV8/ref=sr_1_14?dib=eyJ2IjoiMSJ9.6YdyZRlM8bOomN1QEgRBb3DmysldjZ8JixGt_hlmhb_cfRWTuqPkZzyxV383NbEUWIzbYxFHCLC8u5QR17kMUbG-jQS8W4yaZb0umWAX8XxIK8zDUXmKf-ylIU82WmqPBOKTD2WMhiO-847whBXT9lyzUq48rNfL3QBtLOxiNMn5m_GajGQsE5b2ri6jqCH8uvIflR3cMltFhqqZ-2KUSdMOMnztuavzg_Kvx-5buU0.mcHR7AEOTcvXzB42kH6b5RfkCTCEO9ta40Y58Tc5ttE&dib_tag=se&keywords=laptop&qid=1759360560&sr=8-14
