id,website,category,asin,title,price,brand,model_name,hard_drive,ram,screen_resolution,color,link
1,Amazon,laptop,B0FC2LZPF8,"Lenovo IdeaPad 15.6"" HD Laptop (12GB RAM, 512GB PCIe SSD, 1-Year Microsoft Office 365, Intel Celeron N4500) for Business, Students, Home, Numeric Keypad, Webcam, Wi-Fi 6, HDMI, Win 11 Home in S Mode",349.99,ist computers,IdeaPad 1,‎512 GB SSD,‎12 GB DDR4,‎1366 x 768 pixels,‎Abyss Blue,https://www.amazon.com/IdeaPad-Microsoft-Celeron-Business-Students/dp/B0FC2LZPF8/ref=sr_1_2?dib=eyJ2IjoiMSJ9.XNfwebrjyU_7M5BSrl5ShihJ4RPWExdIT3SjWAwi993Q6Inh4qlt3t84MY24Zd1fXSr7cjpdr_5azEUj4zl1sd1B_orgdO_S1r3K0-g0VD0V5i9K6Hxr1YJALO7NUU0FOyVB06eQbaKf5gipHaW7nVYk0CNYPxCKXk3vXbYzw_3RmnOBgzPaibZfGfVIQxd5ywxrpUnJjemvXkPgH0J3cNX-di1n4I-mROAJjpy5hWI.19x3YBaTgrUrN6I-p0IHw7SjpR3F4X0UZXjEpR1gFFo&dib_tag=se&keywords=laptop&qid=1757804784&sr=8-2
2,Amazon,laptop,‎B0DZDC3WW5,"Apple 2025 MacBook Air 13-inch Laptop with M4 chip: Built for Apple Intelligence, 13.6-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Sky Blue",899.0,Apple,MacBook Air,,,,,https://www.amazon.com/Apple-2025-MacBook-13-inch-Laptop/dp/B0DZDC3WW5/ref=sr_1_1?dib=eyJ2IjoiMSJ9.XNfwebrjyU_7M5BSrl5ShihJ4RPWExdIT3SjWAwi993Q6Inh4qlt3t84MY24Zd1fXSr7cjpdr_5azEUj4zl1sd1B_orgdO_S1r3K0-g0VD0V5i9K6Hxr1YJALO7NUU0FOyVB06eQbaKf5gipHaW7nVYk0CNYPxCKXk3vXbYzw_3RmnOBgzPaibZfGfVIQxd5ywxrpUnJjemvXkPgH0J3cNX-di1n4I-mROAJjpy5hWI.19x3YBaTgrUrN6I-p0IHw7SjpR3F4X0UZXjEpR1gFFo&dib_tag=se&keywords=laptop&qid=1757804784&sr=8-1
3,Amazon,laptop,B0FG4MGVJP,"HP 15.6'' Business and Student Laptop Included with Microsoft Office, Intel Powerful Processor, 16GB RAM, 1TB SSD, Ultra Quiet Design, Long Battery Life, Wi-Fi 6, Bluetooth 5, Windows 11 Pro, WOWPC",369.99,HP,G9 Laptop,‎1 TB SSD,‎16 GB DDR4,‎1366x768 Pixels,‎Black,https://www.amazon.com/HP-Business-Microsoft-Processor-Bluetooth/dp/B0FG4MGVJP/ref=sr_1_3?dib=eyJ2IjoiMSJ9.XNfwebrjyU_7M5BSrl5ShihJ4RPWExdIT3SjWAwi993Q6Inh4qlt3t84MY24Zd1fXSr7cjpdr_5azEUj4zl1sd1B_orgdO_S1r3K0-g0VD0V5i9K6Hxr1YJALO7NUU0FOyVB06eQbaKf5gipHaW7nVYk0CNYPxCKXk3vXbYzw_3RmnOBgzPaibZfGfVIQxd5ywxrpUnJjemvXkPgH0J3cNX-di1n4I-mROAJjpy5hWI.19x3YBaTgrUrN6I-p0IHw7SjpR3F4X0UZXjEpR1gFFo&dib_tag=se&keywords=laptop&qid=1757804784&sr=8-3
4,Amazon,laptop,B0947BJ67M,"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0040nr, Snowflake White)",172.0,HP,14-dq0040nr,‎64 GB Emmc,‎4 GB DDR4,‎1366 x 768 pixels,‎Snowflake White,https://www.amazon.com/HP-Micro-edge-Microsoft-14-dq0040nr-Snowflake/dp/B0947BJ67M/ref=sr_1_4?dib=eyJ2IjoiMSJ9.XNfwebrjyU_7M5BSrl5ShihJ4RPWExdIT3SjWAwi993Q6Inh4qlt3t84MY24Zd1fXSr7cjpdr_5azEUj4zl1sd1B_orgdO_S1r3K0-g0VD0V5i9K6Hxr1YJALO7NUU0FOyVB06eQbaKf5gipHaW7nVYk0CNYPxCKXk3vXbYzw_3RmnOBgzPaibZfGfVIQxd5ywxrpUnJjemvXkPgH0J3cNX-di1n4I-mROAJjpy5hWI.19x3YBaTgrUrN6I-p0IHw7SjpR3F4X0UZXjEpR1gFFo&dib_tag=se&keywords=laptop&qid=1757804784&sr=8-4
5,Amazon,laptop,B0CZKPF2QH,"HP Stream 14"" HD BrightView Laptop, Intel Celeron N150, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set), Intel UHD Graphics, 720p Webcam, Wi-Fi, 1 Year Office 365, Win 11 S, Silver",262.62,HP,HP Stream,‎128 GB UFS,‎16 GB DDR4,‎1366 x 768 pixels,‎Silver,https://www.amazon.com/HP-Stream-BrightView-N4120-Graphics/dp/B0CZKPF2QH/ref=sr_1_5?dib=eyJ2IjoiMSJ9.XNfwebrjyU_7M5BSrl5ShihJ4RPWExdIT3SjWAwi993Q6Inh4qlt3t84MY24Zd1fXSr7cjpdr_5azEUj4zl1sd1B_orgdO_S1r3K0-g0VD0V5i9K6Hxr1YJALO7NUU0FOyVB06eQbaKf5gipHaW7nVYk0CNYPxCKXk3vXbYzw_3RmnOBgzPaibZfGfVIQxd5ywxrpUnJjemvXkPgH0J3cNX-di1n4I-mROAJjpy5hWI.19x3YBaTgrUrN6I-p0IHw7SjpR3F4X0UZXjEpR1gFFo&dib_tag=se&keywords=laptop&qid=1757804784&sr=8-5
6,Amazon,laptop,B0FL1SV58Z,"HP 2025 Updated 15.6"" Touchscreen Laptop, Intel i3-1315U, 32GB RAM 1TB SSD, Win 11 Pro, Wi-Fi 6, Copilot Key, Anti-Glare Display, for Business & School, SXK Accessory Kit",659.98,HP,HP 15.6 Laptop,‎1 TB SSD,‎DDR4,‎1366 x 768 pixels,‎Silver,https://www.amazon.com/HP-15-6-Touchscreen-Laptop-Anti-Glare/dp/B0FL1SV58Z/ref=sr_1_6?dib=eyJ2IjoiMSJ9.XNfwebrjyU_7M5BSrl5ShihJ4RPWExdIT3SjWAwi993Q6Inh4qlt3t84MY24Zd1fXSr7cjpdr_5azEUj4zl1sd1B_orgdO_S1r3K0-g0VD0V5i9K6Hxr1YJALO7NUU0FOyVB06eQbaKf5gipHaW7nVYk0CNYPxCKXk3vXbYzw_3RmnOBgzPaibZfGfVIQxd5ywxrpUnJjemvXkPgH0J3cNX-di1n4I-mROAJjpy5hWI.19x3YBaTgrUrN6I-p0IHw7SjpR3F4X0UZXjEpR1gFFo&dib_tag=se&keywords=laptop&qid=1757804784&sr=8-6
7,Amazon,laptop,B0DNPH4G3Z,"HP Chromebook 14 Laptop (14"" HD, Intel 4-Core Celeron N4120, 4GB RAM, 64GB SSD, UHD Graphics 600) for Home & Student, Light Weight & 14-Hr Battery Life, Webcam, Wi-Fi, IST HUB, Chrome OS, Grey",219.99,ist computers,Chromebook 14,‎64 GB Storage,‎4 GB LPDDR4,‎1366 x 768 pixels,‎Gray,https://www.amazon.com/Chromebook-14-Celeron-Graphics-Student/dp/B0DNPH4G3Z/ref=sr_1_7?dib=eyJ2IjoiMSJ9.XNfwebrjyU_7M5BSrl5ShihJ4RPWExdIT3SjWAwi993Q6Inh4qlt3t84MY24Zd1fXSr7cjpdr_5azEUj4zl1sd1B_orgdO_S1r3K0-g0VD0V5i9K6Hxr1YJALO7NUU0FOyVB06eQbaKf5gipHaW7nVYk0CNYPxCKXk3vXbYzw_3RmnOBgzPaibZfGfVIQxd5ywxrpUnJjemvXkPgH0J3cNX-di1n4I-mROAJjpy5hWI.19x3YBaTgrUrN6I-p0IHw7SjpR3F4X0UZXjEpR1gFFo&dib_tag=se&keywords=laptop&qid=1757804784&sr=8-7
8,Amazon,laptop,B0F6285KGJ,"Lenovo ThinkBook 15 Gen 4 Business Laptop (15.6"" FHD Anti-Glare, 40GB RAM, 1TB SSD, AMD Ryzen 7 5825U (> Intel i7-1165G7)) FHD Webcam w/Shutter, Military Grade, Fingerprint, Ethernet, Win 11 Pro",759.98,Lenovo,ThinkBook 15 Gen 4,‎1 TB SSD,‎DDR4,‎1920 x 1080 pixels,‎Grey,https://www.amazon.com/Lenovo-ThinkBook-15-Anti-Glare-Fingerprint/dp/B0F6285KGJ/ref=sr_1_8?dib=eyJ2IjoiMSJ9.XNfwebrjyU_7M5BSrl5ShihJ4RPWExdIT3SjWAwi993Q6Inh4qlt3t84MY24Zd1fXSr7cjpdr_5azEUj4zl1sd1B_orgdO_S1r3K0-g0VD0V5i9K6Hxr1YJALO7NUU0FOyVB06eQbaKf5gipHaW7nVYk0CNYPxCKXk3vXbYzw_3RmnOBgzPaibZfGfVIQxd5ywxrpUnJjemvXkPgH0J3cNX-di1n4I-mROAJjpy5hWI.19x3YBaTgrUrN6I-p0IHw7SjpR3F4X0UZXjEpR1gFFo&dib_tag=se&keywords=laptop&qid=1757804784&sr=8-8
9,Amazon,laptop,B0DXV8JB8L,"Lenovo 15.6"" FHD Chromebook-Intel Quad-Core N4120(> N4020) 4GB RAM,128GB Storage,(64GB eMMC+64GB SD Card),Home & Student Laptop,with Privacy Camera,Wi-Fi6,HDMI1.4,Chrome OS,Artic Grey",168.8,Lenovo,Lenovo,‎128 GB SSD,‎DDR4,‎1920 x 1080 pixels,‎Gray,https://www.amazon.com/Lenovo-Chromebook-Intel-Quad-Core-Storage-Student/dp/B0DXV8JB8L/ref=sr_1_9?dib=eyJ2IjoiMSJ9.XNfwebrjyU_7M5BSrl5ShihJ4RPWExdIT3SjWAwi993Q6Inh4qlt3t84MY24Zd1fXSr7cjpdr_5azEUj4zl1sd1B_orgdO_S1r3K0-g0VD0V5i9K6Hxr1YJALO7NUU0FOyVB06eQbaKf5gipHaW7nVYk0CNYPxCKXk3vXbYzw_3RmnOBgzPaibZfGfVIQxd5ywxrpUnJjemvXkPgH0J3cNX-di1n4I-mROAJjpy5hWI.19x3YBaTgrUrN6I-p0IHw7SjpR3F4X0UZXjEpR1gFFo&dib_tag=se&keywords=laptop&qid=1757804784&sr=8-9
10,Amazon,laptop,B0CTPCTW66,"Dell Inspiron Touchscreen Laptop, 15.6"" Business & Student Laptop Computer, Windows 11 Pro Laptop 32GB RAM 1TB SSD, Intel i5-1155G7 Processor, Full HD IPS Display, Numeric Keypad, HDMI, Carbon Black",515.0,Dell,Dell inspiron,‎1 TB SSD,‎32 GB DDR4,‎1920 x 1080 pixels,‎Black,https://www.amazon.com/Dell-Inspiron-Touchscreen-i5-1155G7-Processor/dp/B0CTPCTW66/ref=sr_1_10?dib=eyJ2IjoiMSJ9.XNfwebrjyU_7M5BSrl5ShihJ4RPWExdIT3SjWAwi993Q6Inh4qlt3t84MY24Zd1fXSr7cjpdr_5azEUj4zl1sd1B_orgdO_S1r3K0-g0VD0V5i9K6Hxr1YJALO7NUU0FOyVB06eQbaKf5gipHaW7nVYk0CNYPxCKXk3vXbYzw_3RmnOBgzPaibZfGfVIQxd5ywxrpUnJjemvXkPgH0J3cNX-di1n4I-mROAJjpy5hWI.19x3YBaTgrUrN6I-p0IHw7SjpR3F4X0UZXjEpR1gFFo&dib_tag=se&keywords=laptop&qid=1757804784&sr=8-10
