id,website,category,asin,title,price,brand,model_name,hard_drive,ram,screen_resolution,color,link
1,Amazon,laptop,B0B9WTWLQV,"Dell 15.6"" Laptop Computer for Home and Student, Intel 6-Core Processor (Beat i5-1135G7), 32GB DDR4 RAM, 1TB PCIe SSD, Business 3520 120Hz FHD, WiFi, Bluetooth, RJ45, HDMI, Windows 11 Pro",1899.0,Dell,Vostro,‎1 TB SSD,‎32 GB DDR4,‎1920x1080 Pixels,‎Black,https://www.amazon.com/Dell-Processor-i5-1135G7-3520-Bluetooth/dp/B0B9WTWLQV/ref=sr_1_2?dib=eyJ2IjoiMSJ9.OGMJgsOE4Ib3sKqaTGcf1KpTfYDkhc4n9sgKupBdt7XIs5faCSr44ZkOgbxmR2xbeKswOqbgTo2mn2_B_Dh03viH-U60-dNQZE9Kv946GxXOE5aGBFxV__S9cOyxTxyr0-FPpVEs-yj2EG_3UT6PNd1sZDEFG1QpRHhg7bRTS-lCAvmNbdXIBRuzvgPonkHpI1qw5cr80niNOrWRbLd0XEZHNr7TqPl9AQdwsNF_5Ys.N_XKB2OO4CSEyOA4_cEEXA6s89HmOuchF9LYTlaqtNU&dib_tag=se&keywords=laptop&qid=1750892831&sr=8-2
2,Amazon,laptop,B0947BJ67M,"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0040nr, Snowflake White)",179.73,HP,14-dq0040nr,‎64 GB Emmc,‎4 GB DDR4,‎1366 x 768 pixels,‎Snowflake White,https://www.amazon.com/HP-Micro-edge-Microsoft-14-dq0040nr-Snowflake/dp/B0947BJ67M/ref=sr_1_1?dib=eyJ2IjoiMSJ9.OGMJgsOE4Ib3sKqaTGcf1KpTfYDkhc4n9sgKupBdt7XIs5faCSr44ZkOgbxmR2xbeKswOqbgTo2mn2_B_Dh03viH-U60-dNQZE9Kv946GxXOE5aGBFxV__S9cOyxTxyr0-FPpVEs-yj2EG_3UT6PNd1sZDEFG1QpRHhg7bRTS-lCAvmNbdXIBRuzvgPonkHpI1qw5cr80niNOrWRbLd0XEZHNr7TqPl9AQdwsNF_5Ys.N_XKB2OO4CSEyOA4_cEEXA6s89HmOuchF9LYTlaqtNU&dib_tag=se&keywords=laptop&qid=1750892831&sr=8-1
3,Amazon,laptop,‎B0DZD9S5GC,"Apple 2025 MacBook Air 13-inch Laptop with M4 chip: Built for Apple Intelligence, 13.6-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",899.0,Apple,MacBook Air,,,,,https://www.amazon.com/Apple-2025-MacBook-13-inch-Laptop/dp/B0DZD9S5GC/ref=sr_1_3?dib=eyJ2IjoiMSJ9.OGMJgsOE4Ib3sKqaTGcf1KpTfYDkhc4n9sgKupBdt7XIs5faCSr44ZkOgbxmR2xbeKswOqbgTo2mn2_B_Dh03viH-U60-dNQZE9Kv946GxXOE5aGBFxV__S9cOyxTxyr0-FPpVEs-yj2EG_3UT6PNd1sZDEFG1QpRHhg7bRTS-lCAvmNbdXIBRuzvgPonkHpI1qw5cr80niNOrWRbLd0XEZHNr7TqPl9AQdwsNF_5Ys.N_XKB2OO4CSEyOA4_cEEXA6s89HmOuchF9LYTlaqtNU&dib_tag=se&keywords=laptop&qid=1750892831&sr=8-3
4,Amazon,laptop,B0F83YLTG8,"SGIN Laptop 15.6 Inch Laptops Computer, Celeron N4000 Processor, Windows 11, 4GB RAM 128GB SSD, BT5.0, HDMI, Webcam, 7000mah Battery, 180° Viewing, 2.4/5G WiFi, USB 3.2, Type-C(Gray)",189.99,SGIN,SGIN-M15-N,‎128 GB SSD,‎4 GB DDR4,‎1366x768 Pixels,‎Gray,https://www.amazon.com/SGIN-Laptops-Computer-Celeron-Processor/dp/B0F83YLTG8/ref=sr_1_4?dib=eyJ2IjoiMSJ9.OGMJgsOE4Ib3sKqaTGcf1KpTfYDkhc4n9sgKupBdt7XIs5faCSr44ZkOgbxmR2xbeKswOqbgTo2mn2_B_Dh03viH-U60-dNQZE9Kv946GxXOE5aGBFxV__S9cOyxTxyr0-FPpVEs-yj2EG_3UT6PNd1sZDEFG1QpRHhg7bRTS-lCAvmNbdXIBRuzvgPonkHpI1qw5cr80niNOrWRbLd0XEZHNr7TqPl9AQdwsNF_5Ys.N_XKB2OO4CSEyOA4_cEEXA6s89HmOuchF9LYTlaqtNU&dib_tag=se&keywords=laptop&qid=1750892831&sr=8-4
5,Amazon,laptop,B0F8VBGW4C,"HP 2025 New Student Business Laptop, Intel N150 CPU(Beats N4120), 14 Inch LED, 16GB RAM, 384GB Storage(128GB UFS+256GB MSD), Wi-Fi 6, Copilot AI, Office Pro Lifetime, Windows 11 Pro, Sky Blue, w/Mouse",389.99,HP,HP 14 Inch Laptop,‎128 GB Emmc,‎DDR4,‎1366 x 768 pixels,‎Sky Blue,https://www.amazon.com/HP-Business-Laptop-14-Inch/dp/B0F8VBGW4C/ref=sr_1_5?dib=eyJ2IjoiMSJ9.OGMJgsOE4Ib3sKqaTGcf1KpTfYDkhc4n9sgKupBdt7XIs5faCSr44ZkOgbxmR2xbeKswOqbgTo2mn2_B_Dh03viH-U60-dNQZE9Kv946GxXOE5aGBFxV__S9cOyxTxyr0-FPpVEs-yj2EG_3UT6PNd1sZDEFG1QpRHhg7bRTS-lCAvmNbdXIBRuzvgPonkHpI1qw5cr80niNOrWRbLd0XEZHNr7TqPl9AQdwsNF_5Ys.N_XKB2OO4CSEyOA4_cEEXA6s89HmOuchF9LYTlaqtNU&dib_tag=se&keywords=laptop&qid=1750892831&sr=8-5
6,Amazon,laptop,B09SVSBVP1,"HP Chromebook 14 Laptop, Intel Celeron N4120, 4 GB RAM, 64 GB eMMC, 14"" HD Display, Chrome OS, Thin Design, 4K Graphics, Long Battery Life, Ash Gray Keyboard (14a-na0226nr, 2022, Mineral Silver)",175.0,HP,Chromebook 14a-na0226nr,‎64 GB SSD,‎4 GB DDR4,‎1366 x 768,‎Mineral Silver,https://www.amazon.com/HP-Chromebook-Graphics-Keyboard-14a-na0226nr/dp/B09SVSBVP1/ref=sr_1_6?dib=eyJ2IjoiMSJ9.OGMJgsOE4Ib3sKqaTGcf1KpTfYDkhc4n9sgKupBdt7XIs5faCSr44ZkOgbxmR2xbeKswOqbgTo2mn2_B_Dh03viH-U60-dNQZE9Kv946GxXOE5aGBFxV__S9cOyxTxyr0-FPpVEs-yj2EG_3UT6PNd1sZDEFG1QpRHhg7bRTS-lCAvmNbdXIBRuzvgPonkHpI1qw5cr80niNOrWRbLd0XEZHNr7TqPl9AQdwsNF_5Ys.N_XKB2OO4CSEyOA4_cEEXA6s89HmOuchF9LYTlaqtNU&dib_tag=se&keywords=laptop&qid=1750892831&sr=8-6
7,Amazon,laptop,B0DQXHKYJ4,"HP 14"" Ultra Light Laptop for Student & Home (Intel Quad-Core N4120, 4GB RAM, 128GB(64GB + 64GB SD), 1-Year Office 365) 11-Hr Long Battery Life, Webcam, WiFi, Win 11 Home in S Mode - Snow White",229.99,ist computers,HP 14 Laptop,‎128 GB Storage,‎DDR4,‎1366 x 768 pixels,‎White,https://www.amazon.com/HP-14-Student-Quad-Core-Battery/dp/B0DQXHKYJ4/ref=sr_1_7?dib=eyJ2IjoiMSJ9.OGMJgsOE4Ib3sKqaTGcf1KpTfYDkhc4n9sgKupBdt7XIs5faCSr44ZkOgbxmR2xbeKswOqbgTo2mn2_B_Dh03viH-U60-dNQZE9Kv946GxXOE5aGBFxV__S9cOyxTxyr0-FPpVEs-yj2EG_3UT6PNd1sZDEFG1QpRHhg7bRTS-lCAvmNbdXIBRuzvgPonkHpI1qw5cr80niNOrWRbLd0XEZHNr7TqPl9AQdwsNF_5Ys.N_XKB2OO4CSEyOA4_cEEXA6s89HmOuchF9LYTlaqtNU&dib_tag=se&keywords=laptop&qid=1750892831&sr=8-7
8,Amazon,laptop,B0F183DW85,"Lenovo Laptop Computer for Home Business Student, 32GB DDR4 RAM, 1TB PCIe SSD, 15.6"" FHD, Intel Dual-Core Processor, WiFi 6, Bluetooth, Type-C, HDMI, Windows 11 Pro, AZ-XUT Cable",399.0,Lenovo,V15,‎1 TB SSD,‎32 GB DDR4,‎1920 x 1080 pixels,‎Black,https://www.amazon.com/Lenovo-Computer-Dual-Core-Processor-Bluetooth/dp/B0F183DW85/ref=sr_1_8?dib=eyJ2IjoiMSJ9.OGMJgsOE4Ib3sKqaTGcf1KpTfYDkhc4n9sgKupBdt7XIs5faCSr44ZkOgbxmR2xbeKswOqbgTo2mn2_B_Dh03viH-U60-dNQZE9Kv946GxXOE5aGBFxV__S9cOyxTxyr0-FPpVEs-yj2EG_3UT6PNd1sZDEFG1QpRHhg7bRTS-lCAvmNbdXIBRuzvgPonkHpI1qw5cr80niNOrWRbLd0XEZHNr7TqPl9AQdwsNF_5Ys.N_XKB2OO4CSEyOA4_cEEXA6s89HmOuchF9LYTlaqtNU&dib_tag=se&keywords=laptop&qid=1750892831&sr=8-8
9,Amazon,laptop,B0CPKS65P5,"HP Portable Laptop, Student and Business, 14"" HD Display, Intel Quad-Core N4120, 16GB DDR4 RAM, 64GB eMMC, 1 Year Office 365, Webcam, RJ-45, HDMI, Wi-Fi, Windows 11 Home, Silver",211.99,HP,TPN-Q221,‎64 GB SSD,‎16 GB DDR4,‎1366 x 768 pixels,‎Silver,https://www.amazon.com/HP-Portable-Student-Business-Quad-Core/dp/B0CPKS65P5/ref=sr_1_9?dib=eyJ2IjoiMSJ9.OGMJgsOE4Ib3sKqaTGcf1KpTfYDkhc4n9sgKupBdt7XIs5faCSr44ZkOgbxmR2xbeKswOqbgTo2mn2_B_Dh03viH-U60-dNQZE9Kv946GxXOE5aGBFxV__S9cOyxTxyr0-FPpVEs-yj2EG_3UT6PNd1sZDEFG1QpRHhg7bRTS-lCAvmNbdXIBRuzvgPonkHpI1qw5cr80niNOrWRbLd0XEZHNr7TqPl9AQdwsNF_5Ys.N_XKB2OO4CSEyOA4_cEEXA6s89HmOuchF9LYTlaqtNU&dib_tag=se&keywords=laptop&qid=1750892831&sr=8-9
10,Amazon,laptop,B0B2D77YB8,"HP 14"" Ultral Light Laptop for Students and Business, Intel Quad-Core, 8GB RAM, 192GB Storage(64GB eMMC+128GB Ghost Manta SD Card), 1 Year Office 365, USB C, Win 11 S",239.99,HP,HP Laptop,‎SSD,‎8 GB DDR4,‎1366 x 768 pixels,‎Snowflake White,https://www.amazon.com/HP-Students-Business-Quad-Core-Storage/dp/B0B2D77YB8/ref=sr_1_10?dib=eyJ2IjoiMSJ9.OGMJgsOE4Ib3sKqaTGcf1KpTfYDkhc4n9sgKupBdt7XIs5faCSr44ZkOgbxmR2xbeKswOqbgTo2mn2_B_Dh03viH-U60-dNQZE9Kv946GxXOE5aGBFxV__S9cOyxTxyr0-FPpVEs-yj2EG_3UT6PNd1sZDEFG1QpRHhg7bRTS-lCAvmNbdXIBRuzvgPonkHpI1qw5cr80niNOrWRbLd0XEZHNr7TqPl9AQdwsNF_5Ys.N_XKB2OO4CSEyOA4_cEEXA6s89HmOuchF9LYTlaqtNU&dib_tag=se&keywords=laptop&qid=1750892831&sr=8-10
