id,website,category,asin,title,price,brand,series,storage,special_feature,compatible_devices,type,link
1,Amazon,monitor,,,,,,,,,,https://www.amazon.com/Western-Digital-Elements-Portable-External/dp/B06W55K9N6/ref=sr_1_4?dib=eyJ2IjoiMSJ9.QZIt-gjK-7FgDk8SsvTTg40gPsLpGk6d3nd2fSAn3jsN6LL4_zsHVxoD_H-6ohhwnxfrHml8ux5V-p80CmHRES7MGJ9c8e95jM9cND3NGs-2UFLDHAsZvD68mU9hmTij3PO_qCUMy5Tp6YUl5IfPTQfeDRSWEKOg7aiqgxr1-b6zQJOJPtz2GqYhEKcF6JiLLd-RaqFvtJz_hmQsdPX5kpVce_iVJXogtrfV0bJYmkM.kD7J_3nZBGz9LBxtE0nkEuCyQM50ZnnM3M4yHBYfDJ0&dib_tag=se&keywords=hard+drive&qid=1738795896&sr=8-4
2,Amazon,monitor,,"Seagate Portable 2TB External Hard Drive HDD — USB 3.0 for PC, Mac, PlayStation, & Xbox -1-Year Rescue Service (STGX2000400)",78.21,Seagate,,2 TB,Portable,"Laptop, Desktop",Plug In,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/dp/B07CRG94G3/ref=sr_1_3?dib=eyJ2IjoiMSJ9.QZIt-gjK-7FgDk8SsvTTg40gPsLpGk6d3nd2fSAn3jsN6LL4_zsHVxoD_H-6ohhwnxfrHml8ux5V-p80CmHRES7MGJ9c8e95jM9cND3NGs-2UFLDHAsZvD68mU9hmTij3PO_qCUMy5Tp6YUl5IfPTQfeDRSWEKOg7aiqgxr1-b6zQJOJPtz2GqYhEKcF6JiLLd-RaqFvtJz_hmQsdPX5kpVce_iVJXogtrfV0bJYmkM.kD7J_3nZBGz9LBxtE0nkEuCyQM50ZnnM3M4yHBYfDJ0&dib_tag=se&keywords=hard+drive&qid=1738795896&sr=8-3
3,Amazon,monitor,,,,,,,,,,https://www.amazon.com/SanDisk-1TB-Extreme-Portable-SDSSDE61-1T00-G25/dp/B08GTYFC37/ref=sr_1_5?dib=eyJ2IjoiMSJ9.QZIt-gjK-7FgDk8SsvTTg40gPsLpGk6d3nd2fSAn3jsN6LL4_zsHVxoD_H-6ohhwnxfrHml8ux5V-p80CmHRES7MGJ9c8e95jM9cND3NGs-2UFLDHAsZvD68mU9hmTij3PO_qCUMy5Tp6YUl5IfPTQfeDRSWEKOg7aiqgxr1-b6zQJOJPtz2GqYhEKcF6JiLLd-RaqFvtJz_hmQsdPX5kpVce_iVJXogtrfV0bJYmkM.kD7J_3nZBGz9LBxtE0nkEuCyQM50ZnnM3M4yHBYfDJ0&dib_tag=se&keywords=hard+drive&qid=1738795896&sr=8-5
4,Amazon,monitor,,,,,,,,,,https://www.amazon.com/UnionSine-Portable-External-Storage-Compatible/dp/B091FS79T8/ref=sr_1_6?dib=eyJ2IjoiMSJ9.QZIt-gjK-7FgDk8SsvTTg40gPsLpGk6d3nd2fSAn3jsN6LL4_zsHVxoD_H-6ohhwnxfrHml8ux5V-p80CmHRES7MGJ9c8e95jM9cND3NGs-2UFLDHAsZvD68mU9hmTij3PO_qCUMy5Tp6YUl5IfPTQfeDRSWEKOg7aiqgxr1-b6zQJOJPtz2GqYhEKcF6JiLLd-RaqFvtJz_hmQsdPX5kpVce_iVJXogtrfV0bJYmkM.kD7J_3nZBGz9LBxtE0nkEuCyQM50ZnnM3M4yHBYfDJ0&dib_tag=se&keywords=hard+drive&qid=1738795896&sr=8-6
5,Amazon,monitor,,Seagate BarraCuda 8TB Internal Hard Drive HDD – 3.5 Inch Sata 6 Gb/s 5400 RPM 256MB Cache for Computer Desktop PC (ST8000DMZ04/004),134.99,Seagate,,8 TB,Data Recovery Service,"Gaming Console, Desktop",Internal Hard Drive,https://www.amazon.com/Seagate-BarraCuda-Internal-Drive-3-5-Inch/dp/B07H289S7C/ref=sr_1_8?dib=eyJ2IjoiMSJ9.QZIt-gjK-7FgDk8SsvTTg40gPsLpGk6d3nd2fSAn3jsN6LL4_zsHVxoD_H-6ohhwnxfrHml8ux5V-p80CmHRES7MGJ9c8e95jM9cND3NGs-2UFLDHAsZvD68mU9hmTij3PO_qCUMy5Tp6YUl5IfPTQfeDRSWEKOg7aiqgxr1-b6zQJOJPtz2GqYhEKcF6JiLLd-RaqFvtJz_hmQsdPX5kpVce_iVJXogtrfV0bJYmkM.kD7J_3nZBGz9LBxtE0nkEuCyQM50ZnnM3M4yHBYfDJ0&dib_tag=se&keywords=hard+drive&qid=1738795896&sr=8-8
6,Amazon,monitor,,,,,,,,,,https://www.amazon.com/1000GB-Portable-External-Desktop-Chromebook/dp/B07C812LHQ/ref=sr_1_10?dib=eyJ2IjoiMSJ9.QZIt-gjK-7FgDk8SsvTTg40gPsLpGk6d3nd2fSAn3jsN6LL4_zsHVxoD_H-6ohhwnxfrHml8ux5V-p80CmHRES7MGJ9c8e95jM9cND3NGs-2UFLDHAsZvD68mU9hmTij3PO_qCUMy5Tp6YUl5IfPTQfeDRSWEKOg7aiqgxr1-b6zQJOJPtz2GqYhEKcF6JiLLd-RaqFvtJz_hmQsdPX5kpVce_iVJXogtrfV0bJYmkM.kD7J_3nZBGz9LBxtE0nkEuCyQM50ZnnM3M4yHBYfDJ0&dib_tag=se&keywords=hard+drive&qid=1738795896&sr=8-10
7,Amazon,monitor,,"WD 16TB Elements Desktop External Hard Drive, USB 3.0 for plug-and-play storage - WDBWLG0160HBK-NESN",249.99,Western Digital,,16 TB,"Plug-and-play simplicity, Fast transfer rates",Desktop,External Hard Drive,https://www.amazon.com/Elements-Desktop-Drive-Compatible-WDBWLG0160HBK-NESN/dp/B08KTRKB6S/ref=sr_1_9?dib=eyJ2IjoiMSJ9.QZIt-gjK-7FgDk8SsvTTg40gPsLpGk6d3nd2fSAn3jsN6LL4_zsHVxoD_H-6ohhwnxfrHml8ux5V-p80CmHRES7MGJ9c8e95jM9cND3NGs-2UFLDHAsZvD68mU9hmTij3PO_qCUMy5Tp6YUl5IfPTQfeDRSWEKOg7aiqgxr1-b6zQJOJPtz2GqYhEKcF6JiLLd-RaqFvtJz_hmQsdPX5kpVce_iVJXogtrfV0bJYmkM.kD7J_3nZBGz9LBxtE0nkEuCyQM50ZnnM3M4yHBYfDJ0&dib_tag=se&keywords=hard+drive&qid=1738795896&sr=8-9
8,Amazon,monitor,,,,,,,,,,https://www.amazon.com/Elements-Portable-External-Drive-WDBU6Y0050BBK-WESN/dp/B07X41PWTY/ref=sr_1_11?dib=eyJ2IjoiMSJ9.QZIt-gjK-7FgDk8SsvTTg40gPsLpGk6d3nd2fSAn3jsN6LL4_zsHVxoD_H-6ohhwnxfrHml8ux5V-p80CmHRES7MGJ9c8e95jM9cND3NGs-2UFLDHAsZvD68mU9hmTij3PO_qCUMy5Tp6YUl5IfPTQfeDRSWEKOg7aiqgxr1-b6zQJOJPtz2GqYhEKcF6JiLLd-RaqFvtJz_hmQsdPX5kpVce_iVJXogtrfV0bJYmkM.kD7J_3nZBGz9LBxtE0nkEuCyQM50ZnnM3M4yHBYfDJ0&dib_tag=se&keywords=hard+drive&qid=1738795896&sr=8-11
9,Amazon,monitor,,,,,,,,,,https://www.amazon.com/Toshiba-Canvio-Basics-Portable-External/dp/B0BQX6DVWY/ref=sr_1_13?dib=eyJ2IjoiMSJ9.QZIt-gjK-7FgDk8SsvTTg40gPsLpGk6d3nd2fSAn3jsN6LL4_zsHVxoD_H-6ohhwnxfrHml8ux5V-p80CmHRES7MGJ9c8e95jM9cND3NGs-2UFLDHAsZvD68mU9hmTij3PO_qCUMy5Tp6YUl5IfPTQfeDRSWEKOg7aiqgxr1-b6zQJOJPtz2GqYhEKcF6JiLLd-RaqFvtJz_hmQsdPX5kpVce_iVJXogtrfV0bJYmkM.kD7J_3nZBGz9LBxtE0nkEuCyQM50ZnnM3M4yHBYfDJ0&dib_tag=se&keywords=hard+drive&qid=1738795896&sr=8-13
10,Amazon,monitor,,,,,,,,,,https://www.amazon.com/Toshiba-Canvio-Advance-Portable-External/dp/B08JKGG97R/ref=sr_1_14?dib=eyJ2IjoiMSJ9.QZIt-gjK-7FgDk8SsvTTg40gPsLpGk6d3nd2fSAn3jsN6LL4_zsHVxoD_H-6ohhwnxfrHml8ux5V-p80CmHRES7MGJ9c8e95jM9cND3NGs-2UFLDHAsZvD68mU9hmTij3PO_qCUMy5Tp6YUl5IfPTQfeDRSWEKOg7aiqgxr1-b6zQJOJPtz2GqYhEKcF6JiLLd-RaqFvtJz_hmQsdPX5kpVce_iVJXogtrfV0bJYmkM.kD7J_3nZBGz9LBxtE0nkEuCyQM50ZnnM3M4yHBYfDJ0&dib_tag=se&keywords=hard+drive&qid=1738795896&sr=8-14
