id,website,category,asin,title,price,brand,model_name,hard_drive,ram,screen_resolution,color,link
1,Amazon,laptop,‎B0DZD9S5GC,"Apple 2025 MacBook Air 13-inch Laptop with M4 chip: Built for Apple Intelligence, 13.6-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",849.0,Apple,MacBook Air,,,,,https://www.amazon.com/Apple-2025-MacBook-13-inch-Laptop/dp/B0DZD9S5GC/ref=sr_1_1?dib=eyJ2IjoiMSJ9.YKT3ChpO4YIGcS2FeBzj4zUWC2xvBElItVTKwm2hh4rjmucgBd-XVpTaTrHI5oXIQXXyvS3ntSDDuGpc81W5XbsYS_fT_r3vOMPLf5ckWA20wZw02PA9j0-mdVnSNLJnOzdVQqdBq2smbu9UliCFABgIJ_H8wyeD-5w3QTNjbivIqSitUv7VqSwnt8TJavN4y62-fyDR_i6GfOBpndibbDj5toGhgsN9BJi37pusCXQ.R5spf36GT2meLxRVne1H62P4EKZufsiWb3HoTI0xXQo&dib_tag=se&keywords=laptop&qid=1749856014&sr=8-1
2,Amazon,laptop,B0D6PHQVSV,"ASUS Lightweight 15.5"" Full HD Laptop, Windows 11 Home OS, Intel Celeron Processor Up to 2.76GHz, 4GB LPDDR4, 128GB SSD, Backlit Keyboard, Dark Gray (Renewed)",174.99,ASUS,ASUS 15.5 Laptop,‎128 GB SSD,‎4 DDR4,‎1920 x 1080 pixels,‎Dark Gray,https://www.amazon.com/ASUS-Lightweight-15-5-Laptop-Processor/dp/B0D6PHQVSV/ref=sr_1_2?dib=eyJ2IjoiMSJ9.YKT3ChpO4YIGcS2FeBzj4zUWC2xvBElItVTKwm2hh4rjmucgBd-XVpTaTrHI5oXIQXXyvS3ntSDDuGpc81W5XbsYS_fT_r3vOMPLf5ckWA20wZw02PA9j0-mdVnSNLJnOzdVQqdBq2smbu9UliCFABgIJ_H8wyeD-5w3QTNjbivIqSitUv7VqSwnt8TJavN4y62-fyDR_i6GfOBpndibbDj5toGhgsN9BJi37pusCXQ.R5spf36GT2meLxRVne1H62P4EKZufsiWb3HoTI0xXQo&dib_tag=se&keywords=laptop&qid=1749856014&sr=8-2
3,Amazon,laptop,B0F183DW85,"Lenovo Laptop Computer for Home Business Student, 32GB DDR4 RAM, 1TB PCIe SSD, 15.6"" FHD, Intel Dual-Core Processor, WiFi 6, Bluetooth, Type-C, HDMI, Windows 11 Pro, AZ-XUT",399.0,Lenovo,V15,‎1 TB SSD,‎32 GB DDR4,‎1920 x 1080 pixels,‎Black,https://www.amazon.com/Lenovo-Computer-Dual-Core-Processor-Bluetooth/dp/B0F183DW85/ref=sr_1_3?dib=eyJ2IjoiMSJ9.YKT3ChpO4YIGcS2FeBzj4zUWC2xvBElItVTKwm2hh4rjmucgBd-XVpTaTrHI5oXIQXXyvS3ntSDDuGpc81W5XbsYS_fT_r3vOMPLf5ckWA20wZw02PA9j0-mdVnSNLJnOzdVQqdBq2smbu9UliCFABgIJ_H8wyeD-5w3QTNjbivIqSitUv7VqSwnt8TJavN4y62-fyDR_i6GfOBpndibbDj5toGhgsN9BJi37pusCXQ.R5spf36GT2meLxRVne1H62P4EKZufsiWb3HoTI0xXQo&dib_tag=se&keywords=laptop&qid=1749856014&sr=8-3
4,Amazon,laptop,B0BS4BP8FB,"Acer Aspire 3 A315-24P-R7VH Slim Laptop | 15.6"" Full HD IPS Display | AMD Ryzen 3 7320U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 128GB NVMe SSD | Wi-Fi 6 | Windows 11 Home in S Mode",299.99,acer,Laptop,‎128 GB SSD,‎8 GB LPDDR5,‎1920 x 1080 pixels,‎Silver,https://www.amazon.com/A315-24P-R7VH-Display-Quad-Core-Processor-Graphics/dp/B0BS4BP8FB/ref=sr_1_5?dib=eyJ2IjoiMSJ9.YKT3ChpO4YIGcS2FeBzj4zUWC2xvBElItVTKwm2hh4rjmucgBd-XVpTaTrHI5oXIQXXyvS3ntSDDuGpc81W5XbsYS_fT_r3vOMPLf5ckWA20wZw02PA9j0-mdVnSNLJnOzdVQqdBq2smbu9UliCFABgIJ_H8wyeD-5w3QTNjbivIqSitUv7VqSwnt8TJavN4y62-fyDR_i6GfOBpndibbDj5toGhgsN9BJi37pusCXQ.R5spf36GT2meLxRVne1H62P4EKZufsiWb3HoTI0xXQo&dib_tag=se&keywords=laptop&qid=1749856014&sr=8-5
5,Amazon,laptop,B0947BJ67M,"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0040nr, Snowflake White)",184.48,HP,14-dq0040nr,‎64 GB Emmc,‎4 GB DDR4,‎1366 x 768 pixels,‎Snowflake White,https://www.amazon.com/HP-Micro-edge-Microsoft-14-dq0040nr-Snowflake/dp/B0947BJ67M/ref=sr_1_4?dib=eyJ2IjoiMSJ9.YKT3ChpO4YIGcS2FeBzj4zUWC2xvBElItVTKwm2hh4rjmucgBd-XVpTaTrHI5oXIQXXyvS3ntSDDuGpc81W5XbsYS_fT_r3vOMPLf5ckWA20wZw02PA9j0-mdVnSNLJnOzdVQqdBq2smbu9UliCFABgIJ_H8wyeD-5w3QTNjbivIqSitUv7VqSwnt8TJavN4y62-fyDR_i6GfOBpndibbDj5toGhgsN9BJi37pusCXQ.R5spf36GT2meLxRVne1H62P4EKZufsiWb3HoTI0xXQo&dib_tag=se&keywords=laptop&qid=1749856014&sr=8-4
6,Amazon,laptop,B0F83YLTG8,"SGIN 15.6 Inch Laptop Computer, Windows 11 Laptop, 4GB DDR4 128GB SSD, Celeron N4000 Processor, 180° Open Angle, HDMI, USB 3.2, 7000mAh, BT5.0, Type-C, for Business Student",189.99,SGIN,SGIN-M15-N,‎128 GB SSD,‎4 GB DDR4,‎1366 x 768 Pixels,‎Gray,https://www.amazon.com/SGIN-Computer-Windows-Processor-Business/dp/B0F83YLTG8/ref=sr_1_6?dib=eyJ2IjoiMSJ9.YKT3ChpO4YIGcS2FeBzj4zUWC2xvBElItVTKwm2hh4rjmucgBd-XVpTaTrHI5oXIQXXyvS3ntSDDuGpc81W5XbsYS_fT_r3vOMPLf5ckWA20wZw02PA9j0-mdVnSNLJnOzdVQqdBq2smbu9UliCFABgIJ_H8wyeD-5w3QTNjbivIqSitUv7VqSwnt8TJavN4y62-fyDR_i6GfOBpndibbDj5toGhgsN9BJi37pusCXQ.R5spf36GT2meLxRVne1H62P4EKZufsiWb3HoTI0xXQo&dib_tag=se&keywords=laptop&qid=1749856014&sr=8-6
7,Amazon,laptop,B07XC7GVRK,"Lenovo Chromebook C340 Laptop, 15.6"" FHD (1920 X 1080) Display, Intel Core i3-8130U Processor, 4GB DDR4 RAM, 64GB SSD, Intel UHD Graphics 620, Chrome OS, 2 In 1 Touchscreen, 81T90002UX, Mineral Grey",319.0,Lenovo,Chromebook C340,‎64 GB SSD,‎4 GB DDR4,‎1920 x 1080,‎Mineral Grey,https://www.amazon.com/Lenovo-Chromebook-Processor-Touchscreen-81T90002UX/dp/B07XC7GVRK/ref=sr_1_7?dib=eyJ2IjoiMSJ9.YKT3ChpO4YIGcS2FeBzj4zUWC2xvBElItVTKwm2hh4rjmucgBd-XVpTaTrHI5oXIQXXyvS3ntSDDuGpc81W5XbsYS_fT_r3vOMPLf5ckWA20wZw02PA9j0-mdVnSNLJnOzdVQqdBq2smbu9UliCFABgIJ_H8wyeD-5w3QTNjbivIqSitUv7VqSwnt8TJavN4y62-fyDR_i6GfOBpndibbDj5toGhgsN9BJi37pusCXQ.R5spf36GT2meLxRVne1H62P4EKZufsiWb3HoTI0xXQo&dib_tag=se&keywords=laptop&qid=1749856014&sr=8-7
8,Amazon,laptop,B0BQRT45CP,"HP Elitebook 840 G1 14"" Laptop, Intel Core i5, 8GB RAM, 128GB SSD, Win10 Home (Renewed)",161.96,HP,HP Elitebook 840 G1,‎128 GB 128GB NVMe M.2 SSD,,‎1366 x 768 pixels,‎Black,https://www.amazon.com/HP-Elitebook-Laptop-Intel-Renewed/dp/B0BQRT45CP/ref=sr_1_8?dib=eyJ2IjoiMSJ9.YKT3ChpO4YIGcS2FeBzj4zUWC2xvBElItVTKwm2hh4rjmucgBd-XVpTaTrHI5oXIQXXyvS3ntSDDuGpc81W5XbsYS_fT_r3vOMPLf5ckWA20wZw02PA9j0-mdVnSNLJnOzdVQqdBq2smbu9UliCFABgIJ_H8wyeD-5w3QTNjbivIqSitUv7VqSwnt8TJavN4y62-fyDR_i6GfOBpndibbDj5toGhgsN9BJi37pusCXQ.R5spf36GT2meLxRVne1H62P4EKZufsiWb3HoTI0xXQo&dib_tag=se&keywords=laptop&qid=1749856014&sr=8-8
9,Amazon,laptop,B0DZ232N3V,"HP 15.6 inch Laptop, Intel i5 Processor Up to 4.4 GHz, 32GB RAM, 1TB SSD, HD Touch Screen, Intel Iris Xe Graphics, Windows 11 Home, Webcam, Wi-Fi, Bluetooth, Natural Silver, Alpacatec Accessories",479.99,HP,HP Laptop 15.6,‎1 TB SSD,‎32 GB DDR4,‎1366 x 768 pixels,‎Natural Silver,https://www.amazon.com/HP-Processor-Bluetooth-Alpacatec-Accessories/dp/B0DZ232N3V/ref=sr_1_9?dib=eyJ2IjoiMSJ9.YKT3ChpO4YIGcS2FeBzj4zUWC2xvBElItVTKwm2hh4rjmucgBd-XVpTaTrHI5oXIQXXyvS3ntSDDuGpc81W5XbsYS_fT_r3vOMPLf5ckWA20wZw02PA9j0-mdVnSNLJnOzdVQqdBq2smbu9UliCFABgIJ_H8wyeD-5w3QTNjbivIqSitUv7VqSwnt8TJavN4y62-fyDR_i6GfOBpndibbDj5toGhgsN9BJi37pusCXQ.R5spf36GT2meLxRVne1H62P4EKZufsiWb3HoTI0xXQo&dib_tag=se&keywords=laptop&qid=1749856014&sr=8-9
10,Amazon,laptop,B0DQXHKYJ4,"HP 14"" Ultra Light Laptop for Student & Home (Intel Quad-Core N4120, 4GB RAM, 128GB(64GB + 64GB SD), 1-Year Office 365) 11-Hr Long Battery Life, Webcam, WiFi, Win 11 Home in S Mode - Snow White",199.99,ist computers,HP 14 Laptop,‎128 GB Storage,‎DDR4,‎1366 x 768 pixels,‎White,https://www.amazon.com/HP-14-Student-Quad-Core-Battery/dp/B0DQXHKYJ4/ref=sr_1_10?dib=eyJ2IjoiMSJ9.YKT3ChpO4YIGcS2FeBzj4zUWC2xvBElItVTKwm2hh4rjmucgBd-XVpTaTrHI5oXIQXXyvS3ntSDDuGpc81W5XbsYS_fT_r3vOMPLf5ckWA20wZw02PA9j0-mdVnSNLJnOzdVQqdBq2smbu9UliCFABgIJ_H8wyeD-5w3QTNjbivIqSitUv7VqSwnt8TJavN4y62-fyDR_i6GfOBpndibbDj5toGhgsN9BJi37pusCXQ.R5spf36GT2meLxRVne1H62P4EKZufsiWb3HoTI0xXQo&dib_tag=se&keywords=laptop&qid=1749856014&sr=8-10
