id,website,category,asin,title,price,brand,series,storage,special_feature,compatible_devices,type,link
1,Amazon,monitor,‎B00IRV005E,"LaCie Rugged Mini 2TB External Hard Drive Portable HDD - USB 3.0/ 2.0 Compatible, Drop Shock Dust Rain Resistant Shuttle Drive, For Mac And PC Computer (LAC9000298), orange",69.99,LaCie,‎LaCie Rugged Mini,2 TB,Portable,Laptop,External Hard Drive,https://www.amazon.com/LaCie-Rugged-External-Portable-LAC9000298/dp/B00IRV005E/ref=sr_1_2?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-2
2,Amazon,monitor,‎B07CRG94G3,"Seagate Portable 2TB External Hard Drive HDD — USB 3.0 for PC, Mac, PlayStation, & Xbox -1-Year Rescue Service (STGX2000400)",64.99,Seagate,‎Basic Portable Drive,2 TB,Portable,"Laptop, Desktop",External Hard Drive,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/dp/B07CRG94G3/ref=sr_1_1?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-1
3,Amazon,monitor,‎B091FS79T8,"UnionSine 500GB 2.5"" Ultra Slim Portable External Hard Drive HDD-USB 3.0 for PC, Mac, Laptop, PS4, Xbox one,Xbox 360-HD-2510(Black)",28.28,UnionSine,‎HD2510,500 GB,"3 Years Warranty, portable hard drive","PS4, Laptop, Desktop, xbox",External Hard Drive,https://www.amazon.com/UnionSine-Portable-External-Storage-Compatible/dp/B091FS79T8/ref=sr_1_3?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-3
4,Amazon,monitor,‎B0BQX6NNVC,"Toshiba Canvio Basics 2TB Portable External Hard Drive USB 3.0, Black - HDTB520XK3AA",67.49,Toshiba,‎Canvio Basics,2 TB,Portable,"Laptop, Desktop",External Hard Drive,https://www.amazon.com/Toshiba-Canvio-Basics-Portable-External/dp/B0BQX6NNVC/ref=sr_1_4?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-4
5,Amazon,monitor,‎B0CHFSZX9W,"SAMSUNG T9 Portable SSD 4TB, USB 3.2 Gen 2x2 External Solid State Drive, Seq. Read Speeds Up to 2,000MB/s for Gaming, Students and Professionals,MU-PG4T0B/AM, Black (pack of 1)",279.99,SAMSUNG,‎T9,4 TB,,"PC, Gaming Console, iPhone 15/16, Tablet, Mac",External Hard Drive,https://www.amazon.com/SAMSUNG-Portable-Professionals-MU-PG4T0B-AM/dp/B0CHFSZX9W/ref=sr_1_5?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-5
6,Amazon,monitor,‎B07VTFN6HM,"WD 2TB My Passport, Portable External Hard Drive, Black, backup software with defense against ransomware, and password protection, USB 3.1/USB 3.0 compatible - WDBYVG0020BBK-WESN",69.43,WD,‎My Passport External Hard Drive,2 TB,"Portable, Hardware Encryption","Laptop, Desktop, Tablet",External Hard Drive,https://www.amazon.com/Passport-Portable-External-Drive-Black/dp/B07VTFN6HM/ref=sr_1_7?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-7
7,Amazon,monitor,‎B08RX3343D,"SanDisk 4TB Extreme PRO Portable SSD - Up to 2000MB/s - USB-C, USB 3.2 Gen 2x2, IP65 Water and Dust Resistance, Updated Firmware - External Solid State Drive - SDSSDE81-4T00-G25",279.99,SanDisk,‎SanDisk Extreme PRO Portable SSD,4 TB,"Hardware Encryption,Portable","Laptop, Desktop, Tablet, Smartphone",External Hard Drive,https://www.amazon.com/SanDisk-4TB-Extreme-Portable-SDSSDE81-4T00-G25/dp/B08RX3343D/ref=sr_1_6?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-6
8,Amazon,monitor,‎B07H289S7C,Seagate BarraCuda 8TB Internal Hard Drive HDD – 3.5 Inch Sata 6 Gb/s 5400 RPM 256MB Cache for Computer Desktop PC (ST8000DMZ04/004),109.99,Seagate,‎ST8000DMZ04,8 TB,Data Recovery Service,"Gaming Console, Desktop",Internal Hard Drive,https://www.amazon.com/Seagate-BarraCuda-Internal-Drive-3-5-Inch/dp/B07H289S7C/ref=sr_1_8?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-8
9,Amazon,monitor,‎B08GTYFC37,"SanDisk 1TB Extreme Portable SSD - Up to 1050MB/s, USB-C, USB 3.2 Gen 2, IP65 Water and Dust Resistance, Updated Firmware - External Solid State Drive - SDSSDE61-1T00-G25",99.99,SanDisk,‎SanDisk Extreme Portable SSD,1 TB,"Water-resistant,dust-resistant,Portable","Laptop, Desktop, Tablet",,https://www.amazon.com/SanDisk-1TB-Extreme-Portable-SDSSDE61-1T00-G25/dp/B08GTYFC37/ref=sr_1_9?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-9
10,Amazon,monitor,B0874XN4D8,"SAMSUNG T7 Portable SSD, 1TB External Solid State Drive, Speeds Up to 1,050MB/s, USB 3.2 Gen 2, Reliable Storage for Gaming, Students, Professionals, MU-PC1T0T/AM, Gray",89.99,SAMSUNG,,1 TB,,"PC, Gaming Console, Tablet, Smartphone, Mac",External Hard Drive,https://www.amazon.com/SAMSUNG-Portable-SSD-1TB-MU-PC1T0T/dp/B0874XN4D8/ref=sr_1_10?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-10
11,Amazon,monitor,‎B0D3GW9R4G,"WD 6TB Elements Portable External Hard Drive for Windows, USB 3.2 Gen 1/USB 3.0 for PC & Mac, Plug and Play Ready - WDBHJS0060BBK-WESN",149.99,WD,‎WD Elements Portable Hard Drive,6 TB,Portable,"Laptop, Desktop, Tablet",External Hard Drive,https://www.amazon.com/Elements-Portable-External-Drive-Windows-Ready/dp/B0D3GW9R4G/ref=sr_1_11?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-11
12,Amazon,monitor,‎B07C812LHQ,"Maxone 1TB Ultra Slim Portable External Hard Drive HDD USB 3.0 Compatible with PC, Laptop, Charcoal Grey",47.99,Maxone,‎Ultra Slim,1 TB,"3 Years Warranty, Portable hard drive","Laptop, Desktop",External Hard Drive,https://www.amazon.com/1000GB-Portable-External-Desktop-Chromebook/dp/B07C812LHQ/ref=sr_1_12?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-12
13,Amazon,monitor,‎B084ZTSMWF,Seagate IronWolf 12TB NAS Internal Hard Drive HDD – CMR 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache for RAID Network Attached Storage (ST12000VNZ008/ST12000VN0008),199.99,Seagate,‎ST12000VNZ008/ST12000VN0008,12 TB,Data Recovery Service,"Laptop,Gaming Console,Camera",Internal Hard Drive,https://www.amazon.com/Seagate-IronWolf-12TB-Internal-Drive/dp/B084ZTSMWF/ref=sr_1_13?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-13
14,Amazon,monitor,‎B0B2CYCNMG,"Portable External Hard Drive 1TB Storage Expansion HDD USB 3.0 USB-C for PC, Mac, Desktop, Laptop, Phone, PS4, PS5, PlayStation, Xbox One, Xbox 360, Xbox Series X/S, Android, Office & Game",47.49,YOTUO,‎SY-HDD01,1 TB,Portable,"Laptop, Gaming Console, Desktop",External Hard Drive,https://www.amazon.com/Portable-External-Mobile-Desktop-Laptop/dp/B0B2CYCNMG/ref=sr_1_15?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-15
15,Amazon,monitor,‎B07D5V2ZXD,"Western Digital 8TB Elements Desktop External Hard Drive, USB 3.0 external hard drive for plug-and-play storage - Western DigitalBWLG0080HBK-NESN, Black",169.99,Western Digital,‎Elements Desktop,8 TB,Portable,"Laptop, Desktop",External Hard Drive,https://www.amazon.com/Western-Digital-Elements-External-external/dp/B07D5V2ZXD/ref=sr_1_14?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-14
16,Amazon,monitor,‎B0DTSVC7H7,"Seagate (Recertified Exos X 28TB Internal Hard Drive HDD - 3.5 in CMR SATA 6Gb/s, 7200 RPM, 512MB Cache, 2.5M MTBF (ST28000NM000C), Renewed",402.99,Seagate,‎Exos X,28 TB,Data Recovery Service,Desktop,Internal Hard Drive,https://www.amazon.com/Seagate-Recertified-Exos-Internal-Drive/dp/B0DTSVC7H7/ref=sr_1_16?dib=eyJ2IjoiMSJ9.xrDqF4xJcKHqlJ5f0YJ0h3hQivjIRVBrrp_f3ChM_cNWy4qU2zFAMEWPxUH9Eypn8yBW5_OwDJJyxRHdcJ1sxYn8LgPP-uH8_nUIqECdUMWb4nOmk00wchQ-d9yll9Y9sUC1L-8xroWobYlm2TCFA2q60qw3L4zir4R4qd1_NH9_VEd3-pbD01_nGviJ9ajAOWlrOCEd2cXkwYldOF0FsLxkuS_QzmfJx782OxYu9X0.kdcwgFomX-h9F8GUVxcEokCC7PH_LCrw9pyobV0LUAk&dib_tag=se&keywords=hard+drive&qid=1743893479&sr=8-16
17,Amazon,monitor,‎B0D1V1SNDX,"Western Digital 8TB WD_Black Performance Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD8002FZBX",199.99,Western Digital,‎Black HDD,8 TB,Purpose built for Gaming,"PC, Mac",Internal Hard Drive,https://www.amazon.com/Western-Digital-WD_Black-Performance-Internal/dp/B0D1V1SNDX/ref=sr_1_17?dib=eyJ2IjoiMSJ9.7-Utz3jXG7SMA07QMT5M3JfoNoq9OhWCOjg5gFh9l2A2hp7urfoOA6N9Hm1vC3IgV47LwvxPEr3mHnrvI7CbfdjaM8hgfk-I_wiobRkwA8-tormKmO24rtkXUzuRs7lkaA9w5e_JWnTdN4Q100F6523kkq07YNEpXTisfPklf_ovLXrzwgr6KN-a56iVoJvMbPzPPOBj5ivIAKxDBftECMe75vQAmLi62R5Y9dfvPKg.mJiEdPpA8gK0Tv_JdM5DTcQRF7sMDJZnNb3apmtosAw&dib_tag=se&keywords=hard+drive&qid=1743893484&sr=8-17
18,Amazon,monitor,‎B09VLJ7VBM,"SAMSUNG T7 Shield 2TB Portable SSD, USB 3.2 Gen2, Rugged, IP65 Rated, for Photographers, Content Creators and Gaming, External Solid State Drive (MU-PE2T0R/AM, 2022), Blue",149.99,SAMSUNG,‎T7 shield SSD,2 TB,"Portable, Hardware Encryption","PC, Gaming Console, iPhone 15/16, Tablet, Mac",External Hard Drive,https://www.amazon.com/SAMSUNG-Portable-Photographers-MU-PE2T0R-AM/dp/B09VLJ7VBM/ref=sr_1_18?dib=eyJ2IjoiMSJ9.7-Utz3jXG7SMA07QMT5M3JfoNoq9OhWCOjg5gFh9l2A2hp7urfoOA6N9Hm1vC3IgV47LwvxPEr3mHnrvI7CbfdjaM8hgfk-I_wiobRkwA8-tormKmO24rtkXUzuRs7lkaA9w5e_JWnTdN4Q100F6523kkq07YNEpXTisfPklf_ovLXrzwgr6KN-a56iVoJvMbPzPPOBj5ivIAKxDBftECMe75vQAmLi62R5Y9dfvPKg.mJiEdPpA8gK0Tv_JdM5DTcQRF7sMDJZnNb3apmtosAw&dib_tag=se&keywords=hard+drive&qid=1743893484&sr=8-18
19,Amazon,monitor,‎B08TZPS4QQ,"Western Digital 10TB WD Red Plus NAS Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, CMR, 256 MB Cache, 3.5"" - WD101EFBX",189.99,Western Digital,‎WD Red Plus,10 TB,Data Recovery Service,Desktop,Internal Hard Drive,https://www.amazon.com/Western-Digital-10TB-Internal-Drive/dp/B08TZPS4QQ/ref=sr_1_19?dib=eyJ2IjoiMSJ9.7-Utz3jXG7SMA07QMT5M3JfoNoq9OhWCOjg5gFh9l2A2hp7urfoOA6N9Hm1vC3IgV47LwvxPEr3mHnrvI7CbfdjaM8hgfk-I_wiobRkwA8-tormKmO24rtkXUzuRs7lkaA9w5e_JWnTdN4Q100F6523kkq07YNEpXTisfPklf_ovLXrzwgr6KN-a56iVoJvMbPzPPOBj5ivIAKxDBftECMe75vQAmLi62R5Y9dfvPKg.mJiEdPpA8gK0Tv_JdM5DTcQRF7sMDJZnNb3apmtosAw&dib_tag=se&keywords=hard+drive&qid=1743893484&sr=8-19
20,Amazon,monitor,‎B0C4X6RDV8,"Western Digital 4TB WD Purple Surveillance Internal Hard Drive HDD - SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD43PURZ",93.99,Western Digital,‎WD Purple HDD,4000 GB,Portable,Desktop,Internal Hard Drive,https://www.amazon.com/Western-Digital-Purple-Surveillance-Internal/dp/B0C4X6RDV8/ref=sr_1_20?dib=eyJ2IjoiMSJ9.7-Utz3jXG7SMA07QMT5M3JfoNoq9OhWCOjg5gFh9l2A2hp7urfoOA6N9Hm1vC3IgV47LwvxPEr3mHnrvI7CbfdjaM8hgfk-I_wiobRkwA8-tormKmO24rtkXUzuRs7lkaA9w5e_JWnTdN4Q100F6523kkq07YNEpXTisfPklf_ovLXrzwgr6KN-a56iVoJvMbPzPPOBj5ivIAKxDBftECMe75vQAmLi62R5Y9dfvPKg.mJiEdPpA8gK0Tv_JdM5DTcQRF7sMDJZnNb3apmtosAw&dib_tag=se&keywords=hard+drive&qid=1743893484&sr=8-20
21,Amazon,monitor,‎B0C9YLX21T,"SanDisk Professional 5TB G-Drive ArmorATD - Rugged, Durable Portable External Hard Drive HDD, USB-C, USB 3.2 Gen 1 - SDPH81G-005T-GBA1D",160.99,SanDisk Professional,,5 TB,"Portable, Durable",Desktop,External Hard Drive,https://www.amazon.com/SanDisk-Professional-G-Drive-ArmorATD-SDPH81G-005T-GBA1D/dp/B0C9YLX21T/ref=sr_1_21?dib=eyJ2IjoiMSJ9.7-Utz3jXG7SMA07QMT5M3JfoNoq9OhWCOjg5gFh9l2A2hp7urfoOA6N9Hm1vC3IgV47LwvxPEr3mHnrvI7CbfdjaM8hgfk-I_wiobRkwA8-tormKmO24rtkXUzuRs7lkaA9w5e_JWnTdN4Q100F6523kkq07YNEpXTisfPklf_ovLXrzwgr6KN-a56iVoJvMbPzPPOBj5ivIAKxDBftECMe75vQAmLi62R5Y9dfvPKg.mJiEdPpA8gK0Tv_JdM5DTcQRF7sMDJZnNb3apmtosAw&dib_tag=se&keywords=hard+drive&qid=1743893484&sr=8-21
22,Amazon,monitor,‎B0CVDW957N,"Toshiba MG Series Enterprise 14TB 256MB Cache 7200RPM SATA 6.0Gb/s 3.5"" Internal Enterprise Hard Drive (MG08ACA14TE) (Renewed)",169.99,Toshiba,‎MG08ACA14TE,14 TB,Data Recovery Service,Desktop,Internal Hard Drive,https://www.amazon.com/Toshiba-Enterprise-7200RPM-Internal-MG08ACA14TE/dp/B0CVDW957N/ref=sr_1_23?dib=eyJ2IjoiMSJ9.7-Utz3jXG7SMA07QMT5M3JfoNoq9OhWCOjg5gFh9l2A2hp7urfoOA6N9Hm1vC3IgV47LwvxPEr3mHnrvI7CbfdjaM8hgfk-I_wiobRkwA8-tormKmO24rtkXUzuRs7lkaA9w5e_JWnTdN4Q100F6523kkq07YNEpXTisfPklf_ovLXrzwgr6KN-a56iVoJvMbPzPPOBj5ivIAKxDBftECMe75vQAmLi62R5Y9dfvPKg.mJiEdPpA8gK0Tv_JdM5DTcQRF7sMDJZnNb3apmtosAw&dib_tag=se&keywords=hard+drive&qid=1743893484&sr=8-23
23,Amazon,monitor,‎B08QB93S6R,SAMSUNG Electronics 870 EVO 2TB 2.5 Inch SATA III Internal SSD (MZ-77E2T0B/AM),159.99,SAMSUNG,‎870 EVO,2 TB,,"Laptop, PC, Mac",Internal Hard Drive,https://www.amazon.com/SAMSUNG-Inch-Internal-MZ-77E2T0B-AM/dp/B08QB93S6R/ref=sr_1_22?dib=eyJ2IjoiMSJ9.7-Utz3jXG7SMA07QMT5M3JfoNoq9OhWCOjg5gFh9l2A2hp7urfoOA6N9Hm1vC3IgV47LwvxPEr3mHnrvI7CbfdjaM8hgfk-I_wiobRkwA8-tormKmO24rtkXUzuRs7lkaA9w5e_JWnTdN4Q100F6523kkq07YNEpXTisfPklf_ovLXrzwgr6KN-a56iVoJvMbPzPPOBj5ivIAKxDBftECMe75vQAmLi62R5Y9dfvPKg.mJiEdPpA8gK0Tv_JdM5DTcQRF7sMDJZnNb3apmtosAw&dib_tag=se&keywords=hard+drive&qid=1743893484&sr=8-22
24,Amazon,monitor,‎B088P3KZZ9,"Western Digital 5TB My Passport Portable External Hard Drive with password protection and auto backup software, White - Western DigitalBPKJ0050BWT-WESN",128.0,Western Digital,‎My Passport,5 TB,Portable,"Laptop, Desktop",External Hard Drive,https://www.amazon.com/Portable-Passport-Encryption-Protection-WDBPKJ0050BWT-WESN/dp/B088P3KZZ9/ref=sr_1_24?dib=eyJ2IjoiMSJ9.7-Utz3jXG7SMA07QMT5M3JfoNoq9OhWCOjg5gFh9l2A2hp7urfoOA6N9Hm1vC3IgV47LwvxPEr3mHnrvI7CbfdjaM8hgfk-I_wiobRkwA8-tormKmO24rtkXUzuRs7lkaA9w5e_JWnTdN4Q100F6523kkq07YNEpXTisfPklf_ovLXrzwgr6KN-a56iVoJvMbPzPPOBj5ivIAKxDBftECMe75vQAmLi62R5Y9dfvPKg.mJiEdPpA8gK0Tv_JdM5DTcQRF7sMDJZnNb3apmtosAw&dib_tag=se&keywords=hard+drive&qid=1743893484&sr=8-24
